adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,$18.,"tensor([[-1.3534, -1.2510, -1.2988, -0.8139]])",middle3775.txt,2023-01-23 21:42:22.973621
race,bert-base-uncased,base,Dinner customs in the US restaurants.,"tensor([[-3.4068,  3.0003, -8.5226,  8.0118]])",middle3775.txt,2023-01-23 21:42:25.401283
race,bert-base-uncased,base,going into the water and learning,"tensor([[-1.1188, -5.9788, -2.8395,  4.3662]])",middle2165.txt,2023-01-23 21:42:28.320905
race,bert-base-uncased,base,A and B,"tensor([[ 5.0443,  3.4723, -5.3845, 11.2047]])",middle2165.txt,2023-01-23 21:42:31.193509
race,bert-base-uncased,base,Don't be afraid.,"tensor([[-6.1361, -5.2101,  2.1918, -8.0666]])",middle2165.txt,2023-01-23 21:42:34.117305
race,bert-base-uncased,base,Reading and writing.,"tensor([[-4.9011, 12.7317, -5.5445, -0.8806]])",middle2165.txt,2023-01-23 21:42:36.994963
race,bert-base-uncased,base,Practice makes perfect.,"tensor([[-5.0487, -8.7775,  1.8741, -3.7888]])",middle2165.txt,2023-01-23 21:42:39.655561
race,bert-base-uncased,base,cook,"tensor([[ -8.7450, -10.0136,   5.3719,  -9.9645]])",middle2079.txt,2023-01-23 21:42:41.214877
race,bert-base-uncased,base,she didn't begin to make her cake,"tensor([[-8.6865,  7.4405, -6.0951, -6.1052]])",middle2079.txt,2023-01-23 21:42:42.835278
race,bert-base-uncased,base,$50,"tensor([[-2.1105, -2.7694, -1.7884, -1.1755]])",middle2079.txt,2023-01-23 21:42:44.367089
race,bert-base-uncased,base,He likes playing cards.,"tensor([[  6.8541,  -5.2859,  -8.4532, -10.6983]])",middle7284.txt,2023-01-23 21:42:45.627965
race,bert-base-uncased,base,He goes to bed late.,"tensor([[-10.6320,  -5.7446,   7.2600,  -6.7456]])",middle7284.txt,2023-01-23 21:42:46.918353
race,bert-base-uncased,base,Because they have a big fight.,"tensor([[-10.5324,   1.7975,  -8.9499, -10.6293]])",middle7284.txt,2023-01-23 21:42:48.175155
race,bert-base-uncased,base,He gets up at 7 o'clock.,"tensor([[-0.7848,  3.4587,  7.3793, -2.0792]])",middle7284.txt,2023-01-23 21:42:49.604217
race,bert-base-uncased,base,"It says ""It's 7 o'clock. Get up"".","tensor([[ 1.4568, -4.4074,  0.9333,  6.6628]])",middle7284.txt,2023-01-23 21:42:51.088516
race,bert-base-uncased,base,An earthen bowl.,"tensor([[-1.7845, -0.9099, -8.7028, -7.7366]])",middle4896.txt,2023-01-23 21:42:53.531809
race,bert-base-uncased,base,Because the food in it appeared to be much.,"tensor([[-10.6503,  -1.0597, -10.1368,   4.8122]])",middle4896.txt,2023-01-23 21:42:56.042149
race,bert-base-uncased,base,To teach his father a lesson.,"tensor([[ 2.2394, -9.3132, -0.3979,  3.5897]])",middle4896.txt,2023-01-23 21:42:58.473745
race,bert-base-uncased,base,A wooden bowl,"tensor([[ -5.0586,   3.0393,  -6.6068, -10.9483]])",middle4896.txt,2023-01-23 21:43:00.603339
race,bert-base-uncased,base,strong,"tensor([[ -8.5206,   4.3137,  -6.0522, -10.3368]])",middle93.txt,2023-01-23 21:43:01.460972
race,bert-base-uncased,base,one kind of ant,"tensor([[ 8.0312,  5.1929, -4.9178,  0.3187]])",middle93.txt,2023-01-23 21:43:02.341104
race,bert-base-uncased,base,they go in large groups,"tensor([[-5.5131, -8.1875, -5.3826, -5.6370]])",middle93.txt,2023-01-23 21:43:03.245781
race,bert-base-uncased,base,They can be killed and eaten up by the ants.,"tensor([[-5.3219, -3.9469, -0.8288, -6.0152]])",middle93.txt,2023-01-23 21:43:04.204916
race,bert-base-uncased,base,Ants,"tensor([[ 1.9713, -1.3966, -9.5584, -5.4882]])",middle93.txt,2023-01-23 21:43:05.134001
race,bert-base-uncased,base,1995,"tensor([[ 6.3134,  7.9781, 13.2142,  5.4128]])",middle2564.txt,2023-01-23 21:43:06.305347
race,bert-base-uncased,base,plays football,"tensor([[ -9.3804,  -6.4246,  14.9042, -10.2376]])",middle2564.txt,2023-01-23 21:43:07.500262
race,bert-base-uncased,base,on the weekend,"tensor([[-8.1838, -7.8276, -4.8573,  9.4858]])",middle2564.txt,2023-01-23 21:43:09.176405
race,bert-base-uncased,base,George's after-school life.,"tensor([[-6.3587, 14.7739, -7.1803, -3.9109]])",middle2564.txt,2023-01-23 21:43:10.781935
race,bert-base-uncased,base,lost his balance,"tensor([[ 1.8403, -6.5783, -7.9666, -7.6112]])",middle3263.txt,2023-01-23 21:43:13.939719
race,bert-base-uncased,base,build his castle,"tensor([[-5.8008, -6.8847, -9.2488,  2.2713]])",middle3263.txt,2023-01-23 21:43:17.177725
race,bert-base-uncased,base,The postman built his castle with the help of his family and friends.,"tensor([[-7.7044, -4.7666, -0.0312, -3.0176]])",middle3263.txt,2023-01-23 21:43:20.452528
race,bert-base-uncased,base,French,"tensor([[-5.7009, -3.2036, -7.3705, -9.0143]])",middle3263.txt,2023-01-23 21:43:23.621762
race,bert-base-uncased,base,"Though people didn't understand him, the postman continued his dream-building a castle.","tensor([[ 1.0557, -1.8778, -6.1149,  4.3406]])",middle3263.txt,2023-01-23 21:43:26.775400
race,bert-base-uncased,base,ten,"tensor([[-6.5235, -2.9967, -3.8619,  3.1379]])",middle3429.txt,2023-01-23 21:43:29.507271
race,bert-base-uncased,base,America.,"tensor([[  3.9287,  -7.7262,   2.7437, -10.3585]])",middle3429.txt,2023-01-23 21:43:32.156510
race,bert-base-uncased,base,didn't influence her studies at school,"tensor([[-3.6439, -5.7031, -2.1227, -7.7038]])",middle3429.txt,2023-01-23 21:43:34.840257
race,bert-base-uncased,base,their life was very hard,"tensor([[ 2.2877, -5.9497, -7.0898, -0.8073]])",middle3429.txt,2023-01-23 21:43:37.398068
race,bert-base-uncased,base,Alexandra's success changed her family's life,"tensor([[-9.5075,  4.0335, -7.6550,  0.6372]])",middle3429.txt,2023-01-23 21:43:39.926219
race,bert-base-uncased,base,work weekends,"tensor([[-3.6576, -3.2305, -4.4919, -5.5469]])",middle6916.txt,2023-01-23 21:43:41.643598
race,bert-base-uncased,base,40 hours,"tensor([[ 0.3197, -2.9272, -4.8168, -3.1640]])",middle6916.txt,2023-01-23 21:43:43.384521
race,bert-base-uncased,base,info@top-model-agency.uk,"tensor([[-3.3387, -2.0875,  4.5090,  6.9347]])",middle6916.txt,2023-01-23 21:43:45.203674
race,bert-base-uncased,base,England.,"tensor([[-7.3028, -5.9700,  5.0397, -1.6071]])",middle3779.txt,2023-01-23 21:43:46.952099
race,bert-base-uncased,base,American students,"tensor([[11.5882, 14.6988, 11.2886, 11.0238]])",middle3779.txt,2023-01-23 21:43:48.780741
race,bert-base-uncased,base,They show the least interest in fashion.,"tensor([[-10.0711,  -8.0193,  -3.5038,  -3.4773]])",middle3779.txt,2023-01-23 21:43:50.822958
race,bert-base-uncased,base,The survey came from four countries.,"tensor([[ -2.9908,  -6.5687, -10.7202,  -5.8090]])",middle3779.txt,2023-01-23 21:43:52.780925
race,bert-base-uncased,base,a box cooker,"tensor([[-1.5802, -3.0457, -3.7757, -5.9242]])",middle1148.txt,2023-01-23 21:43:55.516934
race,bert-base-uncased,base,a panel cooker,"tensor([[-4.8733, -2.4417, -4.8077, -4.7441]])",middle1148.txt,2023-01-23 21:43:57.904397
race,bert-base-uncased,base,Cooking Meals With the Sun,"tensor([[-10.7587,  -1.7862, -10.7355,  -9.0914]])",middle1148.txt,2023-01-23 21:44:00.117235
race,bert-base-uncased,base,an English,"tensor([[ -0.8393,   2.0066, -10.2996, -10.6068]])",middle3578.txt,2023-01-23 21:44:00.914105
race,bert-base-uncased,base,two,"tensor([[-4.3562, -3.4556, -4.0851, -4.1787]])",middle3578.txt,2023-01-23 21:44:01.801022
race,bert-base-uncased,base,Ken,"tensor([[-2.2024,  6.0224, -4.6701,  0.1233]])",middle3578.txt,2023-01-23 21:44:02.921733
race,bert-base-uncased,base,Sandy,"tensor([[11.3698,  2.3891, -1.5560,  3.0127]])",middle3578.txt,2023-01-23 21:44:03.989135
race,bert-base-uncased,base,blue,"tensor([[-7.0173, -6.4567,  1.2310, -7.5424]])",middle3578.txt,2023-01-23 21:44:05.092749
race,bert-base-uncased,base,82.,"tensor([[1.7808, 3.2585, 1.3759, 1.4416]])",middle6992.txt,2023-01-23 21:44:07.599050
race,bert-base-uncased,base,Because she wanted to know if he was fine.,"tensor([[ -5.8687,   9.8897,  -2.0248, -10.8768]])",middle6992.txt,2023-01-23 21:44:10.150116
race,bert-base-uncased,base,The writer's father was too weak to speak loudly.,"tensor([[-5.7243, -7.6593,  5.0640, -7.0785]])",middle6992.txt,2023-01-23 21:44:12.534277
race,bert-base-uncased,base,Hands.,"tensor([[-11.1001,  -5.0713, -10.5386,   2.8072]])",middle6992.txt,2023-01-23 21:44:14.939467
race,bert-base-uncased,base,children's daily life in Africa,"tensor([[ 0.3812,  7.6997, -8.5231, 10.2433]])",middle6456.txt,2023-01-23 21:44:16.849144
race,bert-base-uncased,base,A & B,"tensor([[-0.8963, -6.3981, -8.5676,  8.8062]])",middle6456.txt,2023-01-23 21:44:18.722115
race,bert-base-uncased,base,people may get higher pay in Egypt and South Africa than in others,"tensor([[-8.9147, -5.3730,  3.5180, -3.3443]])",middle6456.txt,2023-01-23 21:44:20.609960
race,bert-base-uncased,base,The lottery winner doesn't know what to do with all the money,"tensor([[ 0.5535,  2.4784, -7.8537, -0.6644]])",middle4584.txt,2023-01-23 21:44:22.560818
race,bert-base-uncased,base,both A and B,"tensor([[11.1819,  8.4205, -3.6236, 14.6374]])",middle4584.txt,2023-01-23 21:44:24.510917
race,bert-base-uncased,base,they feel they should be with a younger or more beautiful man or woman..,"tensor([[-10.0309,  -2.1756,   6.4933,  -4.3186]])",middle4584.txt,2023-01-23 21:44:26.451790
race,bert-base-uncased,base,All the big lottery winners want to end their marriages.,"tensor([[ 0.6099, -8.6713, -5.2544, -4.3900]])",middle4584.txt,2023-01-23 21:44:28.383651
race,bert-base-uncased,base,Her family was very poor,"tensor([[ -2.2881, -10.4023,  10.5355, -10.8123]])",middle3994.txt,2023-01-23 21:44:30.556719
race,bert-base-uncased,base,She would buy school things.,"tensor([[-10.8051,  -7.0154, -10.4639,  -8.8868]])",middle3994.txt,2023-01-23 21:44:32.757284
race,bert-base-uncased,base,Project Hope,"tensor([[-4.4705, -2.7737, -0.5508,  9.4793]])",middle3994.txt,2023-01-23 21:44:35.004102
race,bert-base-uncased,base,Since 1932.,"tensor([[ 1.7797,  5.1613, 10.0621,  1.8700]])",middle3994.txt,2023-01-23 21:44:37.185929
race,bert-base-uncased,base,You can often be told how she is getting along.,"tensor([[-6.4909, -5.0076, -6.8805, -1.2448]])",middle3994.txt,2023-01-23 21:44:39.410124
race,bert-base-uncased,base,feces of an infected person,"tensor([[  4.5933,  10.7748, -10.6079,   5.6832]])",middle2572.txt,2023-01-23 21:44:41.588224
race,bert-base-uncased,base,see a doctor,"tensor([[-7.5930, -6.7103,  1.2892, -3.1835]])",middle2572.txt,2023-01-23 21:44:43.853628
race,bert-base-uncased,base,Adults can be infected too.,"tensor([[-7.5531, -7.7816,  4.6745, -8.7294]])",middle2572.txt,2023-01-23 21:44:45.824467
race,bert-base-uncased,base,What's and how to prevent HFMD,"tensor([[-11.1010,  15.2288,   0.9382,  14.0807]])",middle2572.txt,2023-01-23 21:44:47.769737
race,bert-base-uncased,base,sometimes,"tensor([[-4.9509, -5.3086, -7.5430, -4.8175]])",middle1422.txt,2023-01-23 21:44:48.949768
race,bert-base-uncased,base,boss,"tensor([[  0.3203,  -9.0755,  -9.9289, -10.9501]])",middle1422.txt,2023-01-23 21:44:50.047171
race,bert-base-uncased,base,with,"tensor([[-4.3656, -9.4564, -7.4700, -1.9578]])",middle1422.txt,2023-01-23 21:44:51.079611
race,bert-base-uncased,base,in the office,"tensor([[ 4.5085, -2.5679, -0.3901, -3.1037]])",middle1422.txt,2023-01-23 21:44:52.183762
race,bert-base-uncased,base,likes,"tensor([[ -2.3688, -10.1556,  -1.1282,  -9.6741]])",middle1422.txt,2023-01-23 21:44:53.408281
race,bert-base-uncased,base,Making people feel better and fresher.,"tensor([[-9.8117,  2.4490, -5.2609, -4.1787]])",middle5380.txt,2023-01-23 21:44:54.273002
race,bert-base-uncased,base,It's not expensive.,"tensor([[ 3.5454,  0.5868, -0.0593, -8.0943]])",middle5380.txt,2023-01-23 21:44:55.143398
race,bert-base-uncased,base,Los Angeles,"tensor([[ 9.5355, -7.1871, -0.4597, 15.2438]])",middle8049.txt,2023-01-23 21:44:56.432200
race,bert-base-uncased,base,talk about four cities children like,"tensor([[-10.8576,  -4.5839,   3.2921,  -7.4750]])",middle8049.txt,2023-01-23 21:44:57.757535
race,bert-base-uncased,base,a travel magazine,"tensor([[ -9.5921,  15.0590, -11.0543,  -9.5948]])",middle8049.txt,2023-01-23 21:44:59.097268
race,bert-base-uncased,base,Latin and Greek,"tensor([[-8.2236, -8.3797, -3.6208,  0.2616]])",middle721.txt,2023-01-23 21:45:00.912577
race,bert-base-uncased,base,ministers or teachers,"tensor([[ 6.9621, -3.8085, -2.1842, -8.5431]])",middle721.txt,2023-01-23 21:45:02.736617
race,bert-base-uncased,base,More and more courses were taught in college with the improvement of knowledge.,"tensor([[-8.1479, -5.0647,  1.9859,  3.9964]])",middle721.txt,2023-01-23 21:45:04.577548
race,bert-base-uncased,base,go to different smaller schools that deal with special fields of learning,"tensor([[-1.2634,  6.0060, -5.5997, -7.8582]])",middle721.txt,2023-01-23 21:45:06.293240
race,bert-base-uncased,base,other people's cultures,"tensor([[10.2463,  8.5474,  0.4727,  3.6397]])",middle205.txt,2023-01-23 21:45:07.848797
race,bert-base-uncased,base,Several hundred years.,"tensor([[-0.8399,  5.3995, -2.9727, -3.2665]])",middle2289.txt,2023-01-23 21:45:09.073403
race,bert-base-uncased,base,Unintelligent  .,"tensor([[ -8.4744,  -8.7577,  -5.9894, -10.6114]])",middle2289.txt,2023-01-23 21:45:10.288020
race,bert-base-uncased,base,in the past,"tensor([[-4.5704, -7.1404, -6.6852, -8.1937]])",middle2289.txt,2023-01-23 21:45:11.565557
race,bert-base-uncased,base,Some robots' brains are sensors.,"tensor([[-10.2790,  -9.1785,  -9.4070,  -8.1912]])",middle2289.txt,2023-01-23 21:45:13.032611
race,bert-base-uncased,base,They can help people do housework.,"tensor([[-3.2925, -6.7452, -5.4318, -5.0331]])",middle2289.txt,2023-01-23 21:45:14.502404
race,bert-base-uncased,base,warm,"tensor([[-10.6896,   5.0019,  -6.1620,  -3.8151]])",middle1438.txt,2023-01-23 21:45:16.631298
race,bert-base-uncased,base,35,"tensor([[-0.0786, -1.9014, -0.2073, -2.1166]])",middle1438.txt,2023-01-23 21:45:18.906928
race,bert-base-uncased,base,Beijing,"tensor([[-5.8462, -4.7832, -4.6149,  2.9067]])",middle1438.txt,2023-01-23 21:45:21.133612
race,bert-base-uncased,base,It is very easy to be infected by the H7N9.,"tensor([[-7.6629,  9.9703, -6.6313, -8.7665]])",middle1438.txt,2023-01-23 21:45:23.198007
race,bert-base-uncased,base,All of above.,"tensor([[13.0308, 10.7020, 15.0128, 15.2589]])",middle1438.txt,2023-01-23 21:45:25.114093
race,bert-base-uncased,base,the boy's temper,"tensor([[-2.1027, -3.4694, -1.8818, -0.0205]])",middle2722.txt,2023-01-23 21:45:26.812738
race,bert-base-uncased,base,Monday.,"tensor([[-7.2098, 10.4753, -5.5576, -1.4593]])",middle3828.txt,2023-01-23 21:45:27.944095
race,bert-base-uncased,base,In the shop near her house.,"tensor([[-6.6799,  2.9151, -5.3108, -6.5454]])",middle3828.txt,2023-01-23 21:45:29.034712
race,bert-base-uncased,base,bananas,"tensor([[-7.7410, -7.8346, -3.0088, -7.2698]])",middle3828.txt,2023-01-23 21:45:30.075889
race,bert-base-uncased,base,Mrs. Green only buys apples for herself.,"tensor([[-9.4966, -9.4194, -6.1098, -0.2267]])",middle3828.txt,2023-01-23 21:45:31.175156
race,bert-base-uncased,base,not the same,"tensor([[-7.2668, -0.5162, -2.6534, 14.9059]])",middle3828.txt,2023-01-23 21:45:32.230974
race,bert-base-uncased,base,small but nice,"tensor([[-0.8155, 12.4306, -8.6058, -8.0806]])",middle3720.txt,2023-01-23 21:45:33.244842
race,bert-base-uncased,base,water,"tensor([[-9.8870, 12.7504, -8.9575, -8.7040]])",middle3720.txt,2023-01-23 21:45:34.241362
race,bert-base-uncased,base,on the desk,"tensor([[-7.2612,  4.0007, -7.1909, -1.4014]])",middle3720.txt,2023-01-23 21:45:35.447967
race,bert-base-uncased,base,Two maps.,"tensor([[14.0029, -2.5171, -6.6863, -4.4100]])",middle3720.txt,2023-01-23 21:45:36.728664
race,bert-base-uncased,base,Under the chair.,"tensor([[-9.8664, -8.3900, -5.4680, -7.8190]])",middle3720.txt,2023-01-23 21:45:37.938654
race,bert-base-uncased,base,The passage didn't tell us.,"tensor([[-4.4583, -0.2717, -4.7079,  0.4677]])",middle1989.txt,2023-01-23 21:45:40.285764
race,bert-base-uncased,base,His nose is cut and gave a bad smell.,"tensor([[-5.4631, -9.1773,  1.8214, -8.3519]])",middle1989.txt,2023-01-23 21:45:42.700403
race,bert-base-uncased,base,the UK,"tensor([[-10.3303, -10.6343, -10.7664,   4.8910]])",middle2679.txt,2023-01-23 21:45:44.579955
race,bert-base-uncased,base,do exercise,"tensor([[-7.7812, -7.3975, -6.1192, -8.2774]])",middle2679.txt,2023-01-23 21:45:46.506766
race,bert-base-uncased,base,60,"tensor([[-3.7408, -5.8490, -3.4441, -3.2006]])",middle2679.txt,2023-01-23 21:45:48.609214
race,bert-base-uncased,base,9%,"tensor([[-3.4051, -6.3158, -4.0283, -2.9617]])",middle2679.txt,2023-01-23 21:45:50.796659
race,bert-base-uncased,base,huge in size,"tensor([[-3.5940, -2.5545,  4.0072, -8.7325]])",middle1045.txt,2023-01-23 21:45:52.964943
race,bert-base-uncased,base,were too lazy to kill rats,"tensor([[-0.6717, -3.9140,  9.4290, -3.9054]])",middle1045.txt,2023-01-23 21:45:54.897088
race,bert-base-uncased,base,people could not steal dead rats for money,"tensor([[-6.2791, -9.0455, -7.6810,  0.0904]])",middle1045.txt,2023-01-23 21:45:56.801204
race,bert-base-uncased,base,A dog.,"tensor([[ -7.6535, -10.8810,  -6.4991,   9.6340]])",middle7059.txt,2023-01-23 21:45:58.029685
race,bert-base-uncased,base,Because Sam can't see.,"tensor([[-10.2717,  -9.1388,   5.3202,  -9.5840]])",middle7059.txt,2023-01-23 21:45:59.326065
race,bert-base-uncased,base,By bus.,"tensor([[-10.7629, -10.5752,  12.5995, -11.0809]])",middle7059.txt,2023-01-23 21:46:02.821314
race,bert-base-uncased,base,The sports class.,"tensor([[ 8.1377, -9.2268, -8.0424, -1.8433]])",middle7059.txt,2023-01-23 21:46:04.630112
race,bert-base-uncased,base,Blackie can sing.,"tensor([[-9.7590, -5.7856,  2.1620, -3.3786]])",middle7059.txt,2023-01-23 21:46:06.174689
race,bert-base-uncased,base,sell your old things,"tensor([[-5.8080, -9.8255, -2.3256, -4.5020]])",middle5339.txt,2023-01-23 21:46:07.948447
race,bert-base-uncased,base,going to a job center in the university,"tensor([[-5.6361, -3.4284, -4.3027, -1.8658]])",middle5339.txt,2023-01-23 21:46:09.786476
race,bert-base-uncased,base,Susan Miller has helped many people find a good job successfully.,"tensor([[-6.8497, -8.2505, -1.6639, 12.4232]])",middle5339.txt,2023-01-23 21:46:11.719073
race,bert-base-uncased,base,ways of finding a job,"tensor([[-11.0035,   2.9490, -11.0033,  -7.9811]])",middle5339.txt,2023-01-23 21:46:13.563926
race,bert-base-uncased,base,They want to know what it means to be a good father today.,"tensor([[-10.6594,  13.3417,  -9.9495,  -7.0475]])",middle6279.txt,2023-01-23 21:46:15.403449
race,bert-base-uncased,base,It helps father to show love to the family.,"tensor([[ 2.7868, -4.1117, 12.5533, 13.3161]])",middle6279.txt,2023-01-23 21:46:17.284316
race,bert-base-uncased,base,help kids finish their homework,"tensor([[ 1.9663, -1.0211, -7.0897, -2.3250]])",middle6279.txt,2023-01-23 21:46:19.416499
race,bert-base-uncased,base,Edmond Rhim seldom hugged his wife or kids before he went to Father School.,"tensor([[-8.4930, -3.7003, -6.1720, -4.7258]])",middle6279.txt,2023-01-23 21:46:21.617037
race,bert-base-uncased,base,Creative.,"tensor([[-6.9359, -6.4239, -8.1119, -8.2500]])",middle7210.txt,2023-01-23 21:46:24.832430
race,bert-base-uncased,base,said good words about him,"tensor([[-7.3126, -6.9828, -6.4447, -7.6682]])",middle7210.txt,2023-01-23 21:46:28.122566
race,bert-base-uncased,base,He started writing to a local newspaper.,"tensor([[-6.8639, -6.4013, -3.1131, -7.4828]])",middle7210.txt,2023-01-23 21:46:31.410437
race,bert-base-uncased,base,news writing,"tensor([[-10.6176, -10.5291,  -6.7064,  -9.0007]])",middle7210.txt,2023-01-23 21:46:34.387285
race,bert-base-uncased,base,Hill's stepmother wan kind to him,"tensor([[-1.8078, -7.2371, -0.6984, -7.1942]])",middle7210.txt,2023-01-23 21:46:37.385858
race,bert-base-uncased,base,They were a bit too long.,"tensor([[ 6.9878, -7.8748,  2.5683,  5.9132]])",middle401.txt,2023-01-23 21:46:39.436295
race,bert-base-uncased,base,Because they were very busy.,"tensor([[ -0.3077,  -9.1492, -10.6530,  -8.2872]])",middle401.txt,2023-01-23 21:46:41.536852
race,bert-base-uncased,base,After she came back from the cinema.,"tensor([[-6.8660, -3.3941, -8.3683, -3.0734]])",middle401.txt,2023-01-23 21:46:43.657619
race,bert-base-uncased,base,Surprised.,"tensor([[ 0.7743,  4.0463, 10.9700,  0.9129]])",middle401.txt,2023-01-23 21:46:45.732022
race,bert-base-uncased,base,help children know about animals,"tensor([[ 1.0115, -5.5255,  0.6674, 14.9980]])",middle3887.txt,2023-01-23 21:46:48.156083
race,bert-base-uncased,base,"At modern zoos baby animals are usually born on the ""friendship farms"".","tensor([[-3.8610, -4.4896, -0.4782, -8.8355]])",middle3887.txt,2023-01-23 21:46:50.621104
race,bert-base-uncased,base,Three.,"tensor([[-1.0484, -3.4060, -2.0854, -2.9336]])",middle3625.txt,2023-01-23 21:46:52.664742
race,bert-base-uncased,base,"unhealthy, polite and boring","tensor([[-1.4753, -2.5322,  4.3562,  2.8383]])",middle3625.txt,2023-01-23 21:46:54.693818
race,bert-base-uncased,base,You can't play games with strangers on the Internet.,"tensor([[-8.6437,  1.8155, -5.3185, -9.1426]])",middle3625.txt,2023-01-23 21:46:56.592365
race,bert-base-uncased,base,some interesting things about computer games,"tensor([[ 2.0040,  5.0603, -3.4126,  6.1664]])",middle3625.txt,2023-01-23 21:46:58.490322
race,bert-base-uncased,base,a new coat,"tensor([[ -7.0368,   9.7686, -10.6411,  -9.9016]])",middle4132.txt,2023-01-23 21:46:59.718785
race,bert-base-uncased,base,She feels sad.,"tensor([[ 1.7470, -7.8513, -1.9746,  2.1954]])",middle4132.txt,2023-01-23 21:47:01.072274
race,bert-base-uncased,base,She changes all the buttons of the coat.,"tensor([[ 3.4936, -5.5313, -7.7046,  0.6688]])",middle4132.txt,2023-01-23 21:47:02.455298
race,bert-base-uncased,base,A lost button,"tensor([[ -6.4452,  -7.9427, -10.3492, -11.0413]])",middle4132.txt,2023-01-23 21:47:03.771054
race,bert-base-uncased,base,has a big wallet.,"tensor([[-4.8660,  3.1117, 10.4052,  3.6225]])",middle6062.txt,2023-01-23 21:47:05.266730
race,bert-base-uncased,base,it is her birthday,"tensor([[ -1.2272,   1.6920,  -6.9172, -10.3587]])",middle6062.txt,2023-01-23 21:47:06.807470
race,bert-base-uncased,base,she does not know how to use a CD player.,"tensor([[  1.5206,  -9.1894, -10.2762,  -7.3455]])",middle6062.txt,2023-01-23 21:47:08.312339
race,bert-base-uncased,base,two teddy bears,"tensor([[-8.7845, -9.8884,  0.9934,  6.7994]])",middle6062.txt,2023-01-23 21:47:09.790656
race,bert-base-uncased,base,is the best father in the world.,"tensor([[-2.4410, 11.7868,  0.3753, -6.9483]])",middle6062.txt,2023-01-23 21:47:11.254460
race,bert-base-uncased,base,his,"tensor([[-0.5881,  5.3409,  7.1504, -1.5417]])",middle2489.txt,2023-01-23 21:47:12.536863
race,bert-base-uncased,base,at home,"tensor([[-9.1681,  3.6675, -8.9226, -3.1291]])",middle2489.txt,2023-01-23 21:47:13.830605
race,bert-base-uncased,base,Xiao Ming 's mother,"tensor([[-4.1747, -6.6802, -2.1339, -8.0144]])",middle2489.txt,2023-01-23 21:47:15.126043
race,bert-base-uncased,base,Nobody opens the door.,"tensor([[-5.2982, -6.6018,  3.1793, -3.3709]])",middle2489.txt,2023-01-23 21:47:16.463628
race,bert-base-uncased,base,It isn't Xiao Ming 's house.,"tensor([[-1.1687, -5.8431, -0.7463,  0.7424]])",middle2489.txt,2023-01-23 21:47:17.779057
race,bert-base-uncased,base,his poetic lyrics,"tensor([[14.0247, -2.1194,  2.4782,  6.9559]])",middle7752.txt,2023-01-23 21:47:19.320490
race,bert-base-uncased,base,playing the guitar,"tensor([[-7.5745,  3.4508, -9.9585, -8.8313]])",middle7752.txt,2023-01-23 21:47:20.938722
race,bert-base-uncased,base,41,"tensor([[-5.3102, -2.7216, -7.1923, -1.6379]])",middle7752.txt,2023-01-23 21:47:22.548199
race,bert-base-uncased,base,he refused to change their musical style,"tensor([[-7.7988, -7.5802, -8.1491, 13.4726]])",middle7752.txt,2023-01-23 21:47:24.170286
race,bert-base-uncased,base,want to stop their kids' stomachaches in a short time,"tensor([[-0.7184, -8.9944, -0.4356, -3.8513]])",middle1990.txt,2023-01-23 21:47:26.383563
race,bert-base-uncased,base,Kids with active imaginations.,"tensor([[-8.3501, -5.6781, -9.4625, 11.2009]])",middle1990.txt,2023-01-23 21:47:28.603772
race,bert-base-uncased,base,adults can also use their imaginations to make stomachaches go away,"tensor([[10.2136, -8.6528, -5.4819, -4.4868]])",middle1990.txt,2023-01-23 21:47:30.827646
race,bert-base-uncased,base,"Children can ""imagine"" their pain away.","tensor([[-10.8086,   0.1908,  -2.0414,  -8.8019]])",middle1990.txt,2023-01-23 21:47:32.973620
race,bert-base-uncased,base,doesn't like you,"tensor([[ 6.4908, -3.5427, -4.1585, -8.2187]])",middle84.txt,2023-01-23 21:47:35.149471
race,bert-base-uncased,base,to ask about the price of a certain thing,"tensor([[ 0.5550, -7.8397, -9.7127, -8.7815]])",middle84.txt,2023-01-23 21:47:37.289123
race,bert-base-uncased,base,soup,"tensor([[ 6.9248, -2.2977,  1.8552, -3.3630]])",middle84.txt,2023-01-23 21:47:39.246745
race,bert-base-uncased,base,ask what time you should arrive,"tensor([[11.8165, -8.9452, -8.3969, -6.0054]])",middle84.txt,2023-01-23 21:47:41.090073
race,bert-base-uncased,base,You can call your host the next day or write a letter of thanks after that,"tensor([[-6.6704, -3.2152,  0.2595,  8.5980]])",middle84.txt,2023-01-23 21:47:42.940610
race,bert-base-uncased,base,Jenny's,"tensor([[-3.5936,  0.1531,  0.1416, -6.6860]])",middle8201.txt,2023-01-23 21:47:44.055024
race,bert-base-uncased,base,a girl,"tensor([[ 0.9309, -3.0392,  0.6304, -7.5741]])",middle8201.txt,2023-01-23 21:47:45.126096
race,bert-base-uncased,base,is,"tensor([[ 1.0739,  5.4714,  0.9434, -0.9786]])",middle8201.txt,2023-01-23 21:47:46.219654
race,bert-base-uncased,base,A teacher.,"tensor([[ -4.6578, -10.9989,  10.2123, -10.9333]])",middle1813.txt,2023-01-23 21:47:47.281625
race,bert-base-uncased,base,30,"tensor([[-3.8309, -1.9899, -1.9580, -1.7829]])",middle1813.txt,2023-01-23 21:47:48.353789
