model_name,time once (ms),average_time 50 times (ms),seq_length,context,question,choices,data_id,data_set_name
ONNX,1290.471076965332,,583,"What is one of the most boring and tiresome words ever? Like discipline, responsibility is one of those words you have probably heard so many times from authority figures that you have been a bit allergic to it. Still, it's one of the most important things to grow and to feel good about your life. Without it as a foundation nothing else in any personal development book really works.
It's been said that the line between childhood and adulthood is crossed when we move from saying""It got lost""to""I lost it"". Indeed, being accountable, understanding and accepting the role our choices play in the things that happen are important signs of emotional and moral maturity. That's why responsibility is one of the main supports of good character.
Many people have been refusing to grow up and avoiding the burdens implied in being accountable. Yes, responsibility sometimes requires us to do things that are unpleasant or even frightening. It asks us to carry our own weight, prepare and set goals and exercise the discipline to reach our ambitions. But the benefits of accepting responsibility are far more important than the short-lived advantages of refusing to do so. No one makes his or her life better by avoiding responsibility. In fact, irresponsibility is a form of self-forced servitude   to circumstances and to other people.
George Bernard Shaw once said,""People are always blaming their circumstances for what they are. I don't believe in circumstances. The people whoget onin this world are the people who get up and look for the circumstances they want, and, if they can't find them, make them.""""Man must stop owing his problems to his environment and learn again to exercise his will -- his personal responsibility in the realm of faith and morals,""said Albert Schweitzer.
The following incident shows blaming others and not taking full responsibility: Bernard L. Brown, Jr., once worked in a hospital where a patient knocked over a cup of water, which spilled on the floor beside the patient's bed. The patient was afraid he might slip on the water if he got out of the bed, so he asked a nurse to mop it up. The patient didn't know it, but the hospital policy said that small spills were the responsibility of the nurse while large spills were to be mopped up by the hospital's housekeeping group.
The nurse decided the spill was a large one and she called the housekeeping group. A housekeeper arrived and declared the spill a small one. An argument followed.""It's not my responsibility,""said the nurse,""because it's a large puddle  .""The housekeeper didn't agree.""Well, it's not mine,""she said,""the puddle is too small.""
The angry patient listened for a time, then took a pitcher of water from his night table and poured the whole thing on the floor.""Is that a big enough puddle now for you two to decide?""he asked. It was, and that was the end of the argument.
So, responsibility is about our ability to respond to circumstances and to choose the attitudes, actions and reactions that shape our lives. It is a concept of power that puts us in the driver's seat. The grand sight of the potential of our lives can only be appreciated when we begin to be accountable and independent. If you want more control over your life and the pleasures, power of freedom and independence, all you have to do is be responsible. Responsible people not only depend on themselves, but show others that they can be depended on.",What can we learn about responsibility?,"[""It's of secondary importance to discipline."", ""It's the basic but leading quality in one's life."", 'It has the same requirements for people as discipline.', ""It's the most important factor in building one's character.""]",50,race
ONNX,829.1759490966797,,254,"Children have their own rules in playing games. They seldom need a judge and rarely trouble to keep scores. They don't care much about who wins or loses, and it doesn't seem to worry them if the game is not finished. Yet, they like games that depend a lot on luck, so that their personal abilities cannot be directly compared. They also enjoy games that move in stages, in which each stage, the choosing of leaders, the picking-up of sides, or the determining of which side shall start, is almost a game in itself.
Grown-ups can hardly find children's games exciting, and they often feel puzzled at why their kids play such simple games again and again. However, it is found that a child plays games for very important reasons. He can be a good player without having to think whether he is a popular person, and he can find himself being a useful partner to someone of whom he is ordinarily afraid. He becomes a leader when it comes to his turn. He can be confident, too, in particular games, that it is his place to give orders, to pretend to be dead, to throw a ball actually at someone, or to kiss someone he caught.
It appears to us that when children play a game they imagine a situation under their control. Everyone knows the rules, and more important, everyone plays according to the rules. Those rules may be childish, but they make sure that every child has a chance to win.",The writer believes that   _  .,"['children should make better rules for their games', 'children should invite grow-ups to play with them', ""children's games can do them a lot of good"", 'children play games without reasons']",60,race
ONNX,1199.0399360656738,,347,"Before l tell you bow many hours a day people spend ,watching content on tablets ,TVs,phones ,and so forth, let's talk quick about technology .The word ,l mean , according to my dictionary's primary definition, means  ""the application of scientific knowledge for practical purposes.""
These days, you say that word and  I'd refer to most magic images of tablets ,smart phones, digital cameras ,satellites, cruise missiles ,electric cars or glasses-free 3D handhelds. That's all correct ,of course--that stuff's definitely technology ,I mean But so is a wheel, or a pencil ,or if we're going all the way back, it's any tool, including something as simple as a stick snatched up and applied to some purpose ,say ,knocking something down for dinner or turning over a rock to get whatever's underneath.
The reason I raise the point is that the following poll  implies that something different is happening when we pick up an electronic tablet instead of pencil and paper to compose an email, or an e-reader instead of a book to read something like the digital version of a magazine, or a novel by Stephen King Those who view changes as bad ,or at least a little bit terrifying , may look at the numbers below and read ominous  signs.
But okay, hold that thought ,and let's jump to the poll results.
The poll was conducted by Poll Position to determine ""how many hours a day do you spend looking at either a TV, computer screen ,e-reader, PDA or cell phone? ""The group asked that question of I,220 registered voters, by phone ,on November 19, 2011. Its generalized finding 60% of Americans spend between one and six hours a day viewing content on electronic devices.
A bout a third spend one to three hours , another third spend four to six ,and the remaining third spend between seven and more than 10 hours a day viewing content on electronic devices, Supposing most of us spend between 12 and 18hours per 24-hour day awake ,that's a pretty high range of use, from one hour through 10 or more.","According to the poll, the time people spend viewing content on electronic devices a day differs from_.","['one to three hours', 'four to six hours', 'one to more than ten hours', 'seven to more than ten hours.']",70,race
ONNX,864.6509647369385,,305,"We are fortunate to be living in a time when all people have the ability to access any knowledge they desire. This digital society that we live in affords us opportunities that our ancestor only dreamed of having. _ 
In the not so distant past of the 1950s, people who wanted to research an idea, a product, or anything else, had to go to a library where they could look up information in books. Not all people had the same access to the books, and the information they contained. In America, if your skin was black, you could not use the same library that a person with white skin used. If a black skinned person was allowed access to a library, it most likely was stocked with outdated books that white skinned people had discarded.
In the digital society we live in today, the color of your skin does not determine the access you have to information. Technology has brought to us the powerful tools like the Internet where we can find information on almost every subject.
Access to the Internet has allowed us to research the things we are planning to purchase. We are capable of comparing prices on things like insurance, appliances, entertainment, clothing, and all other things. We also now have the ability to purchase items online without ever leaving our homes. We have been freed from the restrictions of store hours, and regional sales. A person in America can purchase a product from a person in Germany, without leaving home.
Because of the digital society we live in our children can learn about anything they are interested in. When they ask you what the dinosaurs ate, you can look it up, and tell them the answer. Because of this people will be smarter in the future, and technology will only improve.",The writer's attitude toward the digital society is   _  .,"['critical', 'positive', 'neutral', 'negative']",80,race
ONNX,839.3142223358154,,278,"Bali is an Indonesia island that is rich in indigenous   culture. A lot of people say that Balinese culture is unique and that the people of Bali have always been content with the ""now"". If you ask a Balinese person what heaven is like, the probable answer will be ""just like Bali"". This only goes to show that most Balinese people are happy to be where they are and never worry.
One factor that contributes to this laidback lifestyle is the culture of close family ties in Bali. In the Balinese culture, support is always available. Balinese extended families are so tightly linked that all members usually live in the same block.
Balinese culture is based on a form of this religion, which is called ""Hindu Darma"". This religion reached the island during the eleventh century. Most of the family customs and traditions as well as community lifestyles of the Balinese people are influenced by this. The religious influence even expands widely into the arts, which makes Bali distinct from the rest of Indonesia.
In spite of the fact that tourists flood to the island every year, Balinese people have managed to _ their culture. Almost every native of Bali is an artist in some form or another. Parents and villagers have passed on their skills to their children, who all seem to have inclinations   either to music, dance, painting, or decoration.
Another remarkable mark of the Balinese culture is the senses of ceremonies known as the Manusa Yadnya. This marks the different stages of Balinese life. Cremation   is very popular on this island--and unlike in the West, death is a joyous and colorful event for the Balinese.","When a person dies in Bali, it is a common practice to   _  .","['express deep sorrow at his death', 'celebrate the death like a great event', 'sing and dance joyfully in his honor', 'remember what he did in his lifetime']",90,race
ONNX,1072.4170207977295,,339,"I am a psychologist. I first met Timothy, a quiet, overweight eleven-year-old boy, when his mother brought him to me to discuss his declining grades. A few minutes with Timothy were enough to confirm that his self-esteem  and general happiness were falling right along with _ . I asked about Timothy's typical day. He awoke every morning at six thirty so he could reach his school by eight and arrived home around four thirty each afternoon. He then had a quick snack, followed by either a piano lesson or a lesson with his math tutor. He finished dinner at 7 pm, and then he sat down to do homework for two to three hours. Quickly doing the math in my head, I found that Timothy spent an average of thirteen hours a day at a writing desk.
What if Timothy spent thirteen hours a day at a sewing machine instead of a desk? We would immediately be shocked, because that would be called children being horribly mistreated. Timothy was far from being mistreated, but the mountain of homework he faced daily resulted in a similar consequence --he was being robbed of his childhood. In fact, Timothy had no time to do anything he truly enjoyed, such as playing video games, watching movies, or playing board games with his friends.
Play, however, is a crucial part of healthy child development. It affects children's creativity, their social skills, and even their brain development. The absence of play, physical exercise, and freefrom social interaction takes a serious toll on many children. It can also cause significant health problems like childhood obesity, sleep problems and depression.
Experts in the field recommend the minutes children spend on their homework should be no more than ten times the number of their grade level. As a fifthgrader, Timothy should have no more than fifty minutes a day of homework (instead of three times that amount). Having an extra two hours an evening to play, relax, or see a friend would soundly benefit any child's life quality.",What did the writer think of Timothy after learning about his typical day?,"['Timothy was very hardworking.', 'Timothy was being mistreated.', 'Timothy had a heavy burden.', 'Timothy was enjoying his childhood.']",0,race
ONNX,1358.527898788452,,433,"I've often had difficulty remembering names. Proper nouns seldom found easy purchase in my brain unless I consciously repeat them over and over again. Needless to say, when people leave my life their names are often soon forgotten. This can have some embarrassing consequences.
Five or six years after high school graduation, I was reading carefully the shelves of a local auto supply shop when I noticed someone familiar enter the store. I knew him. He was in my graduation class and although he was not a good friend of mine, we had shared many classes and knew each other well. I began to feel an increasing sense of foreboding and quickly hid behind the nearest shelving unit. I should have known his name. How many times had I heard it during class role call? How many conversations had we had in the hallways?
I easily remembered his surname, ""Ricca"". His was a large, well know family in the town of my childhood. I couldn't have just _ him using his surname. I might as well have admitted forgetting his name, which was not a choice. One's name is important to every person's identity. Not remembering an old acquaintance's name is similar to forgetting your wife's favourite flower, an embarrassing mistake of the highest order.
I quickly ran through the alphabet  , a strategy I developed for just such an occasion. Abe? No, Adam, Andy, Bob? No, Bill? Yes! Bill sounded right. Of course, his name is Bill. I confidently made my way around the shelves and spoke to him as he was studying some cans of motor oil.
""Bill, how are you doing?"", I said offering him my hand which he took with a friendly shake. We talked a bit, some amusing remarks about our college experiences and such. I took his hand again, said how good it was to see him and gave him a happy wave, calling him by name again, as I left.
I was so pleased that I avoided yet another awkward encounter  that I could feel a big smile on my face as I paid the cashier and exited the store. As I marched merrily across the parking lot, an awful thought came into my mind. John, his name is John! Where did Bill come from? Was that one of my brothers? The sudden realization of what I did made me stop in my tracks. My head dropped when I realized my mistake. There was no way Mrs. Ricca would name one of her sons ""Bill"". ""Billerica"" was the name of a town just north of Boston.",We can infer from the passage that   _  .,"['The writer must have experienced such embarrassment many times', 'The writer had difficulty remembering names because he was getting old', ""Running through the alphabet was always an effective way of remembering an acquaintance's name for the writer"", 'Mrs. Ricca would have named one of her sons ""Bill"" if Billerica was not the name of a town north of Boston']",10,race
ONNX,1130.1259994506836,,385,"""Is there anything else you need, honey?"" my dad asked me as he put three twenty dollar bills in my hand. I was traveling back home from a family visit, and after treating me to breakfast and filling my car with gas, it was obvious that my dad wanted to make sure that I would be okay on the road.
""No, Dad. You've done so much already. Thank you!"" I was overwhelmed once again by his kind acts of providing everything I needed, although I turned 40. Yet I realize that in my father's eyes, I will always be his little girl. He takes deep pleasure in knowing his children are all right. Now that he has enough money, he loves to give whenever he sees a need.
But this was not always the case. Divorced from my mother when I was 11, my dad couldn't be around his kids as often as he would have liked. Money was also tight; even weekend visits were rare. However, my dad stayed in constant communication with us and made sure he was involved in our lives. Though he couldn't always be there in person, I knew he was only a phone call away. I could always make sure of that.
Even now, almost 30 years later, I treasure knowing that I can pick up the phone and call Dad, and he'll be there for me. I have a wonderful husband, but that hasn't changed how Dad sees me. I'm still his child and he loves to see that my needs are met.
I remember a time when I was shopping in a hardware store   with Dad. I mentioned my plans to paint one wall in my house. Well, that's all it took for Dad to take action. By the time I got to the checkout  line, all the supplies I picked out were put out of my hands and placed with things he bought.
Then there was the time when I took him with me to do some grocery shopping for just a few "" items"". By the time we were finished, my shopping cart was full of groceries from every shelf in the store! My sister and I joke that if you don't want Dad to buy it for you, avoid even mentioning you want something.",Which of the following is not TRUE?,"['After the author got married, her father no longer get himself involved in her life.', ""Now the father's economic condition is satisfying."", ""The author's father was divorced when she was 11."", 'The father has a great sense of responsibility.']",20,race
ONNX,938.1518363952636,,317,"I walked down the hall heading to see my 88-year-old grandma who had been in hospital. Each member of the family was taking turns sitting with her because of her dementia  . As I did I looked very carefully at some of the rooms on this wing of the hospital, and it seemed that almost every bed held an elderly person. Some appeared to be confused, and some just looked lonely. I couldn't help but notice that there was no family there, no one to care them, and no one to reduce the ache of loneliness. My heart broke inside me.
They are aging, with withered   skin on their faces and hands, their eyes look tried, and yet no one notices them. Could it be that we are far too busy to slow down and give a moment of our time to anyone that may swerve   us off the course we are traveling on? Are we afraid of those who have come before us to pave the way, afraid that they carry some awful disease that if we get too close we might catch it?
Whatever the case may be, one day we will be those same people that we long to avoid. We pay thousands of dollars for staying young, and we may turn up the music to forget the thoughts of getting older. But, try as we might, time and age will catch up with us.
We seem to have come to detest   the elderly. While we once held them in high regard and honor, always enjoying their stories of history, we now see them as a pain, always in our way. Isn't it time we wake up?
So, next time you see a withered hand extended in need, or peer into the eyes of a lonely aging face, don't run or look away. Remember, it might just be you in that place one day.",What made the author deeply sad?,"['The poor food for the patients.', 'The sight he saw in the hospital.', 'The hopeless patients in the hospital.', 'The bad service of the hospital.']",30,race
ONNX,1011.5599632263184,,327,"Let us take a serious look at what the results might be if such a suggestion were accepted. Families might use the time for a real family hour. They might sit around together after dinner and actually talk to one another. It is well known that many of our problems-everything, in fact, from the generation gap  to the high divorce rate to some forms of mental illnesses-are caused at least in part by the failure to communicate. We do not tell each other what is disturbing us. The result is emotional difficulty of one kind or another. By using the quiet family hour to discuss our problems, we might get to know each other better, and to like each other better.
On evenings when such talk is unnecessary, families could rediscover more active entertainments. Freed from TV, forced to find their own activities, they might take a ride together to watch the sunset. Or they might take a walk together and see the neighborhood with fresh, new eyes.
With free time and no TV, children and adults might rediscover reading. There is more entertainment in a good book than in a month of typical TV programming. Educators report that the generation growing up with television can hardly write an English sentence, even at the college level. Writing is often learned from reading. A more cultured new generation could be a product of the quiet hour.
At first glance, the idea of an hour without TV seems radical  . What will parents do without the electronic baby-sitter? How will we spend the time? But it's not radical at all. It has been only twenty-five years since television came to control our free time. Those of us thirty-five and older can remember childhoods without television, spent partly with radio-which at least involved the listener's imagination-but also with reading, learning, talking, playing games and inventing new activities. It wasn't that difficult, honest. The truth is that we had a ball.","According to the text, good books   _  .","['offer as much knowledge as TV does', 'are more entertaining than TV', 'should be made into films', 'cannot be found easily']",40,race
ONNX,1272.0491886138916,,583,"What is one of the most boring and tiresome words ever? Like discipline, responsibility is one of those words you have probably heard so many times from authority figures that you have been a bit allergic to it. Still, it's one of the most important things to grow and to feel good about your life. Without it as a foundation nothing else in any personal development book really works.
It's been said that the line between childhood and adulthood is crossed when we move from saying""It got lost""to""I lost it"". Indeed, being accountable, understanding and accepting the role our choices play in the things that happen are important signs of emotional and moral maturity. That's why responsibility is one of the main supports of good character.
Many people have been refusing to grow up and avoiding the burdens implied in being accountable. Yes, responsibility sometimes requires us to do things that are unpleasant or even frightening. It asks us to carry our own weight, prepare and set goals and exercise the discipline to reach our ambitions. But the benefits of accepting responsibility are far more important than the short-lived advantages of refusing to do so. No one makes his or her life better by avoiding responsibility. In fact, irresponsibility is a form of self-forced servitude   to circumstances and to other people.
George Bernard Shaw once said,""People are always blaming their circumstances for what they are. I don't believe in circumstances. The people whoget onin this world are the people who get up and look for the circumstances they want, and, if they can't find them, make them.""""Man must stop owing his problems to his environment and learn again to exercise his will -- his personal responsibility in the realm of faith and morals,""said Albert Schweitzer.
The following incident shows blaming others and not taking full responsibility: Bernard L. Brown, Jr., once worked in a hospital where a patient knocked over a cup of water, which spilled on the floor beside the patient's bed. The patient was afraid he might slip on the water if he got out of the bed, so he asked a nurse to mop it up. The patient didn't know it, but the hospital policy said that small spills were the responsibility of the nurse while large spills were to be mopped up by the hospital's housekeeping group.
The nurse decided the spill was a large one and she called the housekeeping group. A housekeeper arrived and declared the spill a small one. An argument followed.""It's not my responsibility,""said the nurse,""because it's a large puddle  .""The housekeeper didn't agree.""Well, it's not mine,""she said,""the puddle is too small.""
The angry patient listened for a time, then took a pitcher of water from his night table and poured the whole thing on the floor.""Is that a big enough puddle now for you two to decide?""he asked. It was, and that was the end of the argument.
So, responsibility is about our ability to respond to circumstances and to choose the attitudes, actions and reactions that shape our lives. It is a concept of power that puts us in the driver's seat. The grand sight of the potential of our lives can only be appreciated when we begin to be accountable and independent. If you want more control over your life and the pleasures, power of freedom and independence, all you have to do is be responsible. Responsible people not only depend on themselves, but show others that they can be depended on.",What can we learn about responsibility?,"[""It's of secondary importance to discipline."", ""It's the basic but leading quality in one's life."", 'It has the same requirements for people as discipline.', ""It's the most important factor in building one's character.""]",50,race
ONNX,756.4549446105957,,254,"Children have their own rules in playing games. They seldom need a judge and rarely trouble to keep scores. They don't care much about who wins or loses, and it doesn't seem to worry them if the game is not finished. Yet, they like games that depend a lot on luck, so that their personal abilities cannot be directly compared. They also enjoy games that move in stages, in which each stage, the choosing of leaders, the picking-up of sides, or the determining of which side shall start, is almost a game in itself.
Grown-ups can hardly find children's games exciting, and they often feel puzzled at why their kids play such simple games again and again. However, it is found that a child plays games for very important reasons. He can be a good player without having to think whether he is a popular person, and he can find himself being a useful partner to someone of whom he is ordinarily afraid. He becomes a leader when it comes to his turn. He can be confident, too, in particular games, that it is his place to give orders, to pretend to be dead, to throw a ball actually at someone, or to kiss someone he caught.
It appears to us that when children play a game they imagine a situation under their control. Everyone knows the rules, and more important, everyone plays according to the rules. Those rules may be childish, but they make sure that every child has a chance to win.",The writer believes that   _  .,"['children should make better rules for their games', 'children should invite grow-ups to play with them', ""children's games can do them a lot of good"", 'children play games without reasons']",60,race
ONNX,1148.309946060181,,347,"Before l tell you bow many hours a day people spend ,watching content on tablets ,TVs,phones ,and so forth, let's talk quick about technology .The word ,l mean , according to my dictionary's primary definition, means  ""the application of scientific knowledge for practical purposes.""
These days, you say that word and  I'd refer to most magic images of tablets ,smart phones, digital cameras ,satellites, cruise missiles ,electric cars or glasses-free 3D handhelds. That's all correct ,of course--that stuff's definitely technology ,I mean But so is a wheel, or a pencil ,or if we're going all the way back, it's any tool, including something as simple as a stick snatched up and applied to some purpose ,say ,knocking something down for dinner or turning over a rock to get whatever's underneath.
The reason I raise the point is that the following poll  implies that something different is happening when we pick up an electronic tablet instead of pencil and paper to compose an email, or an e-reader instead of a book to read something like the digital version of a magazine, or a novel by Stephen King Those who view changes as bad ,or at least a little bit terrifying , may look at the numbers below and read ominous  signs.
But okay, hold that thought ,and let's jump to the poll results.
The poll was conducted by Poll Position to determine ""how many hours a day do you spend looking at either a TV, computer screen ,e-reader, PDA or cell phone? ""The group asked that question of I,220 registered voters, by phone ,on November 19, 2011. Its generalized finding 60% of Americans spend between one and six hours a day viewing content on electronic devices.
A bout a third spend one to three hours , another third spend four to six ,and the remaining third spend between seven and more than 10 hours a day viewing content on electronic devices, Supposing most of us spend between 12 and 18hours per 24-hour day awake ,that's a pretty high range of use, from one hour through 10 or more.","According to the poll, the time people spend viewing content on electronic devices a day differs from_.","['one to three hours', 'four to six hours', 'one to more than ten hours', 'seven to more than ten hours.']",70,race
ONNX,867.3880100250244,,305,"We are fortunate to be living in a time when all people have the ability to access any knowledge they desire. This digital society that we live in affords us opportunities that our ancestor only dreamed of having. _ 
In the not so distant past of the 1950s, people who wanted to research an idea, a product, or anything else, had to go to a library where they could look up information in books. Not all people had the same access to the books, and the information they contained. In America, if your skin was black, you could not use the same library that a person with white skin used. If a black skinned person was allowed access to a library, it most likely was stocked with outdated books that white skinned people had discarded.
In the digital society we live in today, the color of your skin does not determine the access you have to information. Technology has brought to us the powerful tools like the Internet where we can find information on almost every subject.
Access to the Internet has allowed us to research the things we are planning to purchase. We are capable of comparing prices on things like insurance, appliances, entertainment, clothing, and all other things. We also now have the ability to purchase items online without ever leaving our homes. We have been freed from the restrictions of store hours, and regional sales. A person in America can purchase a product from a person in Germany, without leaving home.
Because of the digital society we live in our children can learn about anything they are interested in. When they ask you what the dinosaurs ate, you can look it up, and tell them the answer. Because of this people will be smarter in the future, and technology will only improve.",The writer's attitude toward the digital society is   _  .,"['critical', 'positive', 'neutral', 'negative']",80,race
ONNX,889.1091346740723,,278,"Bali is an Indonesia island that is rich in indigenous   culture. A lot of people say that Balinese culture is unique and that the people of Bali have always been content with the ""now"". If you ask a Balinese person what heaven is like, the probable answer will be ""just like Bali"". This only goes to show that most Balinese people are happy to be where they are and never worry.
One factor that contributes to this laidback lifestyle is the culture of close family ties in Bali. In the Balinese culture, support is always available. Balinese extended families are so tightly linked that all members usually live in the same block.
Balinese culture is based on a form of this religion, which is called ""Hindu Darma"". This religion reached the island during the eleventh century. Most of the family customs and traditions as well as community lifestyles of the Balinese people are influenced by this. The religious influence even expands widely into the arts, which makes Bali distinct from the rest of Indonesia.
In spite of the fact that tourists flood to the island every year, Balinese people have managed to _ their culture. Almost every native of Bali is an artist in some form or another. Parents and villagers have passed on their skills to their children, who all seem to have inclinations   either to music, dance, painting, or decoration.
Another remarkable mark of the Balinese culture is the senses of ceremonies known as the Manusa Yadnya. This marks the different stages of Balinese life. Cremation   is very popular on this island--and unlike in the West, death is a joyous and colorful event for the Balinese.","When a person dies in Bali, it is a common practice to   _  .","['express deep sorrow at his death', 'celebrate the death like a great event', 'sing and dance joyfully in his honor', 'remember what he did in his lifetime']",90,race
ONNX,1092.9627418518066,,339,"I am a psychologist. I first met Timothy, a quiet, overweight eleven-year-old boy, when his mother brought him to me to discuss his declining grades. A few minutes with Timothy were enough to confirm that his self-esteem  and general happiness were falling right along with _ . I asked about Timothy's typical day. He awoke every morning at six thirty so he could reach his school by eight and arrived home around four thirty each afternoon. He then had a quick snack, followed by either a piano lesson or a lesson with his math tutor. He finished dinner at 7 pm, and then he sat down to do homework for two to three hours. Quickly doing the math in my head, I found that Timothy spent an average of thirteen hours a day at a writing desk.
What if Timothy spent thirteen hours a day at a sewing machine instead of a desk? We would immediately be shocked, because that would be called children being horribly mistreated. Timothy was far from being mistreated, but the mountain of homework he faced daily resulted in a similar consequence --he was being robbed of his childhood. In fact, Timothy had no time to do anything he truly enjoyed, such as playing video games, watching movies, or playing board games with his friends.
Play, however, is a crucial part of healthy child development. It affects children's creativity, their social skills, and even their brain development. The absence of play, physical exercise, and freefrom social interaction takes a serious toll on many children. It can also cause significant health problems like childhood obesity, sleep problems and depression.
Experts in the field recommend the minutes children spend on their homework should be no more than ten times the number of their grade level. As a fifthgrader, Timothy should have no more than fifty minutes a day of homework (instead of three times that amount). Having an extra two hours an evening to play, relax, or see a friend would soundly benefit any child's life quality.",What did the writer think of Timothy after learning about his typical day?,"['Timothy was very hardworking.', 'Timothy was being mistreated.', 'Timothy had a heavy burden.', 'Timothy was enjoying his childhood.']",0,race
ONNX,1428.5829067230225,,433,"I've often had difficulty remembering names. Proper nouns seldom found easy purchase in my brain unless I consciously repeat them over and over again. Needless to say, when people leave my life their names are often soon forgotten. This can have some embarrassing consequences.
Five or six years after high school graduation, I was reading carefully the shelves of a local auto supply shop when I noticed someone familiar enter the store. I knew him. He was in my graduation class and although he was not a good friend of mine, we had shared many classes and knew each other well. I began to feel an increasing sense of foreboding and quickly hid behind the nearest shelving unit. I should have known his name. How many times had I heard it during class role call? How many conversations had we had in the hallways?
I easily remembered his surname, ""Ricca"". His was a large, well know family in the town of my childhood. I couldn't have just _ him using his surname. I might as well have admitted forgetting his name, which was not a choice. One's name is important to every person's identity. Not remembering an old acquaintance's name is similar to forgetting your wife's favourite flower, an embarrassing mistake of the highest order.
I quickly ran through the alphabet  , a strategy I developed for just such an occasion. Abe? No, Adam, Andy, Bob? No, Bill? Yes! Bill sounded right. Of course, his name is Bill. I confidently made my way around the shelves and spoke to him as he was studying some cans of motor oil.
""Bill, how are you doing?"", I said offering him my hand which he took with a friendly shake. We talked a bit, some amusing remarks about our college experiences and such. I took his hand again, said how good it was to see him and gave him a happy wave, calling him by name again, as I left.
I was so pleased that I avoided yet another awkward encounter  that I could feel a big smile on my face as I paid the cashier and exited the store. As I marched merrily across the parking lot, an awful thought came into my mind. John, his name is John! Where did Bill come from? Was that one of my brothers? The sudden realization of what I did made me stop in my tracks. My head dropped when I realized my mistake. There was no way Mrs. Ricca would name one of her sons ""Bill"". ""Billerica"" was the name of a town just north of Boston.",We can infer from the passage that   _  .,"['The writer must have experienced such embarrassment many times', 'The writer had difficulty remembering names because he was getting old', ""Running through the alphabet was always an effective way of remembering an acquaintance's name for the writer"", 'Mrs. Ricca would have named one of her sons ""Bill"" if Billerica was not the name of a town north of Boston']",10,race
ONNX,1388.524055480957,,385,"""Is there anything else you need, honey?"" my dad asked me as he put three twenty dollar bills in my hand. I was traveling back home from a family visit, and after treating me to breakfast and filling my car with gas, it was obvious that my dad wanted to make sure that I would be okay on the road.
""No, Dad. You've done so much already. Thank you!"" I was overwhelmed once again by his kind acts of providing everything I needed, although I turned 40. Yet I realize that in my father's eyes, I will always be his little girl. He takes deep pleasure in knowing his children are all right. Now that he has enough money, he loves to give whenever he sees a need.
But this was not always the case. Divorced from my mother when I was 11, my dad couldn't be around his kids as often as he would have liked. Money was also tight; even weekend visits were rare. However, my dad stayed in constant communication with us and made sure he was involved in our lives. Though he couldn't always be there in person, I knew he was only a phone call away. I could always make sure of that.
Even now, almost 30 years later, I treasure knowing that I can pick up the phone and call Dad, and he'll be there for me. I have a wonderful husband, but that hasn't changed how Dad sees me. I'm still his child and he loves to see that my needs are met.
I remember a time when I was shopping in a hardware store   with Dad. I mentioned my plans to paint one wall in my house. Well, that's all it took for Dad to take action. By the time I got to the checkout  line, all the supplies I picked out were put out of my hands and placed with things he bought.
Then there was the time when I took him with me to do some grocery shopping for just a few "" items"". By the time we were finished, my shopping cart was full of groceries from every shelf in the store! My sister and I joke that if you don't want Dad to buy it for you, avoid even mentioning you want something.",Which of the following is not TRUE?,"['After the author got married, her father no longer get himself involved in her life.', ""Now the father's economic condition is satisfying."", ""The author's father was divorced when she was 11."", 'The father has a great sense of responsibility.']",20,race
ONNX,1001.5559196472168,,317,"I walked down the hall heading to see my 88-year-old grandma who had been in hospital. Each member of the family was taking turns sitting with her because of her dementia  . As I did I looked very carefully at some of the rooms on this wing of the hospital, and it seemed that almost every bed held an elderly person. Some appeared to be confused, and some just looked lonely. I couldn't help but notice that there was no family there, no one to care them, and no one to reduce the ache of loneliness. My heart broke inside me.
They are aging, with withered   skin on their faces and hands, their eyes look tried, and yet no one notices them. Could it be that we are far too busy to slow down and give a moment of our time to anyone that may swerve   us off the course we are traveling on? Are we afraid of those who have come before us to pave the way, afraid that they carry some awful disease that if we get too close we might catch it?
Whatever the case may be, one day we will be those same people that we long to avoid. We pay thousands of dollars for staying young, and we may turn up the music to forget the thoughts of getting older. But, try as we might, time and age will catch up with us.
We seem to have come to detest   the elderly. While we once held them in high regard and honor, always enjoying their stories of history, we now see them as a pain, always in our way. Isn't it time we wake up?
So, next time you see a withered hand extended in need, or peer into the eyes of a lonely aging face, don't run or look away. Remember, it might just be you in that place one day.",What made the author deeply sad?,"['The poor food for the patients.', 'The sight he saw in the hospital.', 'The hopeless patients in the hospital.', 'The bad service of the hospital.']",30,race
